Auction Title,Auction ID,Department,Close Date,Winning Bid,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number,Cap,Expenses,Net Sales,Fund,Business Unit
Item 674,77914,SCHOOL BOARD WAREHOUSE,41521,300.67,4.71,0.11,33.07,37.78,Pending,90077,"71086, 75025, 71004",,,Money Order,3000,0,262.89,Restricted Fund,0
Item 675,78954,GENERAL SERVICES,41641,956.8,12.44,0.24,229.63,242.07,Successful,,"72196, 79999, 78193",,,Money Order,3000,0,714.73,Enterprise,0
Item 676,70130,ITS,41577,704.14,6.35,0.1,70.41,76.76,Pending,39615,73131,,,Money Order,3000,0,627.38,Restricted Fund,0
Item 677,72151,ITS,41544,912.69,13.37,0.13,118.65,132.02,Successful,68875,70545,Dec-85,,3656930823,3000,0,780.67,General Fund,0
Item 678,78041,SCHOOL BOARD WAREHOUSE,41636,737.94,3.86,0.17,125.45,129.31,Successful,45339,"73100, 71851, 70325",,,3644495444,3000,0,608.63,General Fund,0
Item 679,74676,OFM,41637,267.94,9.12,0.11,29.47,38.59,Pending,23519,"74105, 71239",Dec-46,3338883430,Money Order,3000,0,229.35,Enterprise,0
Item 680,78711,SCHOOL BOARD WAREHOUSE,41574,22.92,8,0.17,3.9,11.9,Failed,,"75629, 73104",,,3679653820,3000,0,11.02,Restricted Fund,0
Item 681,75574,OFM,41609,650.97,7.7,0.28,182.27,189.97,Successful,24518,"78171, 73342, 77236",Dec-81,3496935735,3633877482,3000,0,461,Enterprise,0
Item 682,78561,OFM,41527,719.57,3.08,0.13,93.54,96.62,Failed,57876,"77121, 70142",,,Money Order,3000,0,622.95,Restricted Fund,0
Item 683,77677,PARKS,41581,966.68,7.33,0.13,125.67,133,Pending,,"79093, 72681",,,Money Order,3000,0,833.68,Enterprise,0
Item 684,79529,PUBLIC DEFENDER,41568,36.48,0.89,0.1,3.65,4.54,Pending,,71387,Dec-34,,3606225034,3000,0,31.94,General Fund,0
Item 685,79174,PARKS,41606,286.41,14.62,0.14,40.1,54.72,Pending,81260,74019,,,3624438941,3000,0,231.69,Restricted Fund,0
Item 686,70403,OFM,41614,510.58,2.03,0.2,102.12,104.15,Failed,98228,72438,Dec-22,,3698931082,3000,0,406.43,Restricted Fund,0
Item 687,75062,ITS,41633,159.42,0.78,0.12,19.13,19.91,Pending,36315,75261,Dec-75,,Money Order,3000,0,139.51,Restricted Fund,0
Item 688,78710,OFM,41535,899.67,14.92,0.16,143.95,158.87,Pending,25866,"77642, 78269, 73921",Dec-01,,3607930132,3000,0,740.8,Enterprise,0
Item 689,75231,OFM,41500,583.38,12.08,0.13,75.84,87.92,Successful,30321,"79981, 78440, 78695",,,3641935376,3000,0,495.46,Enterprise,0
Item 690,71624,OFM,41695,180.59,2.29,0.24,43.34,45.63,Pending,30637,"70060, 72939",Dec-93,3172855040,Money Order,3000,0,134.96,Restricted Fund,0
Item 691,76140,SCHOOL BOARD WAREHOUSE,41596,414.08,5.98,0.22,91.1,97.08,Failed,99911,71811,Dec-78,3013880708,3601947140,3000,0,317,Restricted Fund,0
Item 692,75496,GENERAL SERVICES,41514,449.3,12.35,0.16,71.89,84.24,Successful,47659,"79414, 70607",Dec-12,,3654183741,3000,0,365.06,Enterprise,0
Item 693,77390,GENERAL SERVICES,41644,835.12,5.47,0.19,158.67,164.14,Pending,,"76475, 78766, 76295",Dec-96,,Money Order,3000,0,670.98,Enterprise,0
Item 694,75612,PUBLIC DEFENDER,41650,504.02,1.56,0.23,115.92,117.48,Pending,45683,76996,,,Money Order,3000,0,386.54,General Fund,0
Item 695,76552,PARKS,41664,319.78,2.06,0.29,92.74,94.8,Successful,25583,"72793, 70637, 70368",,,3681781911,3000,0,224.98,Restricted Fund,0
Item 696,76527,PUBLIC DEFENDER,41690,575.68,9.91,0.28,161.19,171.1,Failed,11464,77422,Dec-74,3147126718,3609038605,3000,0,404.58,Restricted Fund,0
Item 697,74173,GENERAL SERVICES,41683,743.56,11.17,0.23,171.02,182.19,Failed,69179,72852,Dec-69,3408051489,3679980963,3000,0,561.37,Enterprise,0
Item 698,76733,OFM,41604,774.09,6.37,0.15,116.11,122.48,Successful,,73444,,,3639496671,3000,0,651.61,Restricted Fund,0
Item 699,71548,GENERAL SERVICES,41657,916.57,4.42,0.19,174.15,178.57,Pending,,"72470, 78399, 70035",Dec-98,3093000653,3657061215,3000,0,738,General Fund,0
Item 700,76977,OFM,41610,385.07,7.79,0.29,111.67,119.46,Failed,76732,"75268, 71801",Dec-51,,3687596669,3000,0,265.61,Restricted Fund,0
Item 701,79739,PUBLIC DEFENDER,41655,707.07,1.03,0.15,106.06,107.09,Successful,68955,74658,Dec-55,,Money Order,3000,0,599.98,Restricted Fund,0
Item 702,79228,PUBLIC DEFENDER,41669,529.34,11.75,0.2,105.87,117.62,Failed,16403,72441,,,Money Order,3000,0,411.72,General Fund,0
Item 703,76938,ITS,41655,589.29,6.77,0.24,141.43,148.2,Failed,21090,"75904, 78614, 73803",Dec-51,3183041388,Money Order,3000,0,441.09,Restricted Fund,0
Item 704,78065,SCHOOL BOARD WAREHOUSE,41650,465.62,6.85,0.17,79.16,86.01,Failed,25238,72930,Dec-33,3104758279,Money Order,3000,0,379.61,Restricted Fund,0
Item 705,78041,PARKS,41616,472.18,7.53,0.27,127.49,135.02,Pending,30540,"74553, 78489, 70310",,3162733732,3685526422,3000,0,337.16,Enterprise,0
Item 706,74628,OFM,41613,139.38,5.51,0.25,34.84,40.35,Failed,83068,"73975, 75945, 77977",Dec-62,,Money Order,3000,0,99.03,General Fund,0
Item 707,76142,PUBLIC DEFENDER,41531,555.21,7,0.29,161.01,168.01,Pending,19321,"76097, 76988",,,3618014679,3000,0,387.2,Enterprise,0
Item 708,73487,PUBLIC DEFENDER,41640,32.47,14.6,0.16,5.2,19.8,Failed,,"70231, 71252",Dec-15,3344017037,3623332538,3000,0,12.67,Enterprise,0
Item 709,72574,OFM,41531,964.12,1.72,0.2,192.82,194.54,Failed,26121,"77683, 75613",,3519970569,3687247025,3000,0,769.58,Restricted Fund,0
Item 710,74465,PUBLIC DEFENDER,41579,755.36,6.93,0.19,143.52,150.45,Pending,18425,74947,Dec-83,,Money Order,3000,0,604.91,Restricted Fund,0
Item 711,78794,ITS,41652,985.12,7.24,0.1,98.51,105.75,Successful,35475,"74714, 77081",Dec-03,,3674292980,3000,0,879.37,Enterprise,0
Item 712,73308,OFM,41675,201.98,8.16,0.18,36.36,44.52,Failed,,70330,Dec-13,,Money Order,3000,0,157.46,Restricted Fund,0
Item 713,77713,PARKS,41693,885.66,12.17,0.21,185.99,198.16,Successful,55223,71209,,,3644428607,3000,0,687.5,General Fund,0
Item 714,79622,GENERAL SERVICES,41692,891,10.73,0.2,178.2,188.93,Pending,51687,"73446, 72795, 72739",Dec-50,3502516186,Money Order,3000,0,702.07,Restricted Fund,0
Item 715,77071,PUBLIC DEFENDER,41684,976.24,14.01,0.19,185.49,199.5,Pending,98421,"71408, 70999",,,3665313821,3000,0,776.74,Enterprise,0
Item 716,73635,OFM,41700,166.84,14.44,0.17,28.36,42.8,Failed,,"70243, 77090",Dec-30,,3676361383,3000,0,124.04,General Fund,0
Item 717,75141,PUBLIC DEFENDER,41605,286.61,13.43,0.12,34.39,47.82,Pending,89332,78939,Dec-26,,3609345795,3000,0,238.79,Enterprise,0
Item 718,71408,GENERAL SERVICES,41656,464.86,13.35,0.23,106.92,120.27,Failed,70980,"72331, 77999, 70542",,,Money Order,3000,0,344.59,Enterprise,0
Item 719,77556,SCHOOL BOARD WAREHOUSE,41633,825.76,4.45,0.17,140.38,144.83,Pending,87189,"73007, 75217",,3584655230,3601044523,3000,0,680.93,Enterprise,0
Item 720,75996,OFM,41679,71.11,3.68,0.18,12.8,16.48,Failed,32067,"76666, 74948",,,3616124287,3000,0,54.63,General Fund,0
Item 721,73331,GENERAL SERVICES,41525,751.71,4.12,0.24,180.41,184.53,Pending,,76081,,,3645937223,3000,0,567.18,Enterprise,0
Item 722,72231,GENERAL SERVICES,41682,364.84,4.13,0.25,91.21,95.34,Successful,45545,"78468, 75580",,,3692092680,3000,0,269.5,General Fund,0
Item 723,74624,PARKS,41681,406.8,2,0.28,113.9,115.9,Pending,35484,"75455, 71950",Dec-00,,Money Order,3000,0,290.9,Enterprise,0
Item 724,79516,PUBLIC DEFENDER,41622,100.67,6.27,0.21,21.14,27.41,Successful,86330,73353,DEC-1531,,3634208702,3000,0,73.26,Enterprise,0
Item 725,72924,SCHOOL BOARD WAREHOUSE,41508,988.65,10.32,0.25,247.16,257.48,Failed,,"79217, 77362",Dec-42,3599414123,3645705788,3000,0,731.17,General Fund,0
Item 726,70443,SCHOOL BOARD WAREHOUSE,41549,136.79,11,0.15,20.52,31.52,Failed,13741,"70783, 72710, 75381",Dec-33,3162699959,Money Order,3000,0,105.27,Restricted Fund,0
Item 727,76350,OFM,41520,596.06,6.79,0.16,95.37,102.16,Successful,90075,71995,,,3684843102,3000,0,493.9,General Fund,0
Item 728,78846,PUBLIC DEFENDER,41544,916.02,13.4,0.24,219.84,233.24,Successful,,72952,Dec-98,,3602362440,3000,0,682.78,General Fund,0
Item 729,73193,ITS,41548,450.22,6.12,0.18,81.04,87.16,Failed,,"78822, 71490, 75603",,,3633121097,3000,0,363.06,Enterprise,0
Item 730,76444,GENERAL SERVICES,41602,411.45,2.02,0.25,102.86,104.88,Successful,17727,"77217, 76878",,,3627265389,3000,0,306.57,General Fund,0
Item 731,73545,PUBLIC DEFENDER,41555,407.44,0.61,0.23,93.71,94.32,Successful,50538,73949,DEC-1519,,3655126266,3000,0,313.12,Enterprise,0
Item 732,75550,ITS,41631,804.6,1.64,0.19,152.87,154.51,Pending,30953,"76874, 76346, 75152",Dec-62,,3650790087,3000,0,650.09,General Fund,0
Item 733,77761,OFM,41551,85.07,1.43,0.17,14.46,15.89,Pending,,76309,Dec-73,3364363268,3652891079,3000,0,69.18,Enterprise,0
Item 734,75038,SCHOOL BOARD WAREHOUSE,41520,54.37,11.62,0.25,13.59,25.21,Successful,84592,77795,Dec-99,3173184065,Money Order,3000,0,29.16,General Fund,0
Item 735,74675,OFM,41621,797.19,8.29,0.23,183.35,191.64,Failed,93529,73291,Dec-90,3583382921,3634309906,3000,0,605.55,General Fund,0
Item 736,70092,SCHOOL BOARD WAREHOUSE,41647,449.02,10.21,0.2,89.8,100.01,Pending,97874,76657,Dec-15,,3620851074,3000,0,349.01,Restricted Fund,0
Item 737,77110,PARKS,41599,194.37,14.54,0.25,48.59,63.13,Successful,50858,"74870, 73310",,3483681518,3695933356,3000,0,131.24,Restricted Fund,0
Item 738,73782,PARKS,41636,875.88,10.13,0.12,105.11,115.24,Successful,,"70291, 71686",Dec-27,,Money Order,3000,0,760.64,Enterprise,0
Item 739,73965,PARKS,41614,107.28,14.23,0.19,20.38,34.61,Successful,,"79131, 71474",Dec-76,,Money Order,3000,0,72.67,Enterprise,0
Item 740,73949,GENERAL SERVICES,41630,391.63,11.45,0.23,90.07,101.52,Successful,,"76540, 79523, 73224",Dec-91,,Money Order,3000,0,290.11,General Fund,0
Item 741,79700,ITS,41518,375.32,11.99,0.2,75.06,87.05,Failed,47898,"78720, 79864, 73346",Dec-12,,Money Order,3000,0,288.27,Enterprise,0
Item 742,71809,PUBLIC DEFENDER,41585,241.68,5.5,0.14,33.84,39.34,Failed,56480,"72814, 71094, 70389",Dec-71,3472673899,3649000784,3000,0,202.34,Enterprise,0
Item 743,70294,PARKS,41644,320.83,8.39,0.22,70.58,78.97,Pending,74156,"71881, 71201, 73664",,,Money Order,3000,0,241.86,General Fund,0
Item 744,75464,ITS,41567,54.55,3.33,0.25,13.64,16.97,Failed,90055,"79035, 76436",Dec-11,,Money Order,3000,0,37.58,Restricted Fund,0
Item 745,79801,ITS,41514,609.76,3.71,0.21,128.05,131.76,Failed,37533,"76828, 76704, 72751",Dec-21,,3620501228,3000,0,478,General Fund,0
Item 746,78754,ITS,41599,585.37,14.77,0.19,111.22,125.99,Successful,97982,"71702, 79948",,,3654645265,3000,0,459.38,General Fund,0
Item 747,77959,PARKS,41513,197.39,8.9,0.25,49.35,58.25,Successful,49569,77656,Dec-47,,3627662732,3000,0,139.14,General Fund,0
Item 748,71466,OFM,41538,509.73,12.94,0.26,132.53,145.47,Successful,45471,72311,,,3652447228,3000,0,364.26,Restricted Fund,0
Item 749,77585,SCHOOL BOARD WAREHOUSE,41576,189.31,12.93,0.17,32.18,45.11,Successful,86125,"71049, 71692",,,3671323063,3000,0,144.2,General Fund,0
Item 750,70945,PARKS,41602,942.55,11.36,0.19,179.08,190.44,Failed,,71409,,3460371528,3662882821,3000,0,752.11,Enterprise,0
Item 751,71064,OFM,41692,757.54,13.22,0.29,219.69,232.91,Pending,,71850,Dec-68,,Money Order,3000,0,524.63,Enterprise,0
Item 752,70677,PARKS,41550,356.41,9.97,0.13,46.33,56.3,Failed,61800,"73622, 79065",,3571874023,3639173816,3000,0,300.11,Enterprise,0
Item 753,73270,GENERAL SERVICES,41590,335.63,9.62,0.27,90.62,100.24,Failed,,"73399, 71706, 77690",Dec-73,3418385687,3699971509,3000,0,235.39,Restricted Fund,0
Item 754,79493,GENERAL SERVICES,41609,163.9,2.68,0.18,29.5,32.18,Failed,67874,"76433, 72433, 78748",Dec-58,,3653523356,3000,0,131.72,Restricted Fund,0
Item 755,74825,SCHOOL BOARD WAREHOUSE,41550,273.29,6.75,0.27,73.79,80.54,Successful,58058,"76794, 76483, 76168",Dec-67,,Money Order,3000,0,192.75,Enterprise,0
Item 756,78486,GENERAL SERVICES,41657,629.76,4.45,0.16,100.76,105.21,Pending,39345,"74540, 74463",DEC-1324,,3667739266,3000,0,524.55,Enterprise,0
Item 757,75702,ITS,41602,944.04,13.14,0.29,273.77,286.91,Pending,,"75598, 75747",Dec-19,,3617784461,3000,0,657.13,Restricted Fund,0
Item 758,77737,SCHOOL BOARD WAREHOUSE,41591,480.26,8.43,0.19,91.25,99.68,Successful,31891,"74606, 72304",Dec-67,3091241024,3642393188,3000,0,380.58,Restricted Fund,0
Item 759,74139,SCHOOL BOARD WAREHOUSE,41647,330.31,7.55,0.1,33.03,40.58,Pending,97203,"73074, 72333",Dec-20,3402356461,3653961600,3000,0,289.73,Restricted Fund,0
Item 760,70748,PUBLIC DEFENDER,41675,777.41,11.39,0.25,194.35,205.74,Pending,10315,74235,,3047584987,Money Order,3000,0,571.67,General Fund,0
Item 761,77819,OFM,41536,856.68,8.61,0.25,214.17,222.78,Successful,85800,71485,,,3692048229,3000,0,633.9,General Fund,0
Item 762,76362,PARKS,41647,334.33,11.9,0.26,86.93,98.83,Successful,71519,"76071, 77651, 72800",,3387534593,3656116974,3000,0,235.5,Restricted Fund,0
Item 763,74742,ITS,41577,194.14,0.82,0.12,23.3,24.12,Pending,92119,"72954, 70682, 78987",,3074113348,3657100927,3000,0,170.02,Enterprise,0
Item 764,71177,ITS,41568,316.39,11.55,0.11,34.8,46.35,Pending,52477,76797,,3243431306,3698185754,3000,0,270.04,Restricted Fund,0
Item 765,76039,SCHOOL BOARD WAREHOUSE,41512,435.11,1.82,0.13,56.56,58.38,Failed,57388,"77605, 75749, 72778",Dec-52,,3638601847,3000,0,376.73,General Fund,0
Item 766,72895,OFM,41543,39.64,5.81,0.18,7.14,12.95,Successful,60360,76281,Dec-86,,3616371982,3000,0,26.69,General Fund,0
Item 767,78473,ITS,41627,479.04,8.34,0.24,114.97,123.31,Failed,31504,"71602, 70616, 76395",,,3679916250,3000,0,355.73,General Fund,0
Item 768,73163,SCHOOL BOARD WAREHOUSE,41501,540.2,5.51,0.28,151.26,156.77,Successful,,"70729, 72399",,3121805589,3629071024,3000,0,383.43,General Fund,0
Item 769,73615,PARKS,41523,843.5,14.16,0.23,194,208.16,Pending,,"70568, 77989, 73410",Dec-82,,3664324252,3000,0,635.34,Restricted Fund,0
Item 770,70125,PARKS,41545,90.65,10.86,0.28,25.38,36.24,Pending,27025,77654,Dec-25,,3618306102,3000,0,54.41,Restricted Fund,0
Item 771,76139,ITS,41599,821.45,0.32,0.2,164.29,164.61,Failed,56368,"76883, 76329",Dec-32,,Money Order,3000,0,656.84,Enterprise,0
Item 772,72230,GENERAL SERVICES,41558,863.42,8.49,0.26,224.49,232.98,Successful,97756,"76182, 71190, 78587",Dec-87,3157444844,3618668839,3000,0,630.44,Enterprise,0
Item 773,70682,OFM,41596,165.77,6.63,0.22,36.47,43.1,Failed,57023,"73662, 74180, 71298",,3036881116,3687681020,3000,0,122.67,General Fund,0
Item 774,75910,SCHOOL BOARD WAREHOUSE,41514,769.8,2.29,0.24,184.75,187.04,Failed,37588,"79905, 73066",Dec-28,,3652925033,3000,0,582.76,Restricted Fund,0
Item 775,79155,GENERAL SERVICES,41531,543.69,13.53,0.26,141.36,154.89,Pending,57315,"73161, 75065",Dec-34,,3664514735,3000,0,388.8,Restricted Fund,0
Item 776,74281,SCHOOL BOARD WAREHOUSE,41655,307.2,4.48,0.26,79.87,84.35,Failed,23568,76494,Dec-49,,Money Order,3000,0,222.85,Restricted Fund,0
Item 777,78213,ITS,41694,692.7,4.01,0.13,90.05,94.06,Successful,91289,79070,,,3645961011,3000,0,598.64,Restricted Fund,0
Item 778,78647,ITS,41596,668.87,2.54,0.26,173.91,176.45,Pending,35290,"72181, 79555, 70709",,,3609673655,3000,0,492.42,Restricted Fund,0
Item 779,71593,PUBLIC DEFENDER,41526,901.85,9.74,0.26,234.48,244.22,Successful,50893,70064,Dec-15,,3675864223,3000,0,657.63,Restricted Fund,0
Item 780,72131,PARKS,41685,334.53,0.09,0.22,73.6,73.69,Pending,68945,"74530, 75977, 74324",,3345038026,Money Order,3000,0,260.84,Enterprise,0
Item 781,75645,ITS,41574,148.17,2,0.17,25.19,27.19,Failed,,"76981, 79166",,,3670662169,3000,0,120.98,General Fund,0
Item 782,73752,GENERAL SERVICES,41581,329.93,7.1,0.16,52.79,59.89,Pending,68840,"73136, 71761, 73846",Dec-26,,3640566225,3000,0,270.04,General Fund,0
Item 783,70532,SCHOOL BOARD WAREHOUSE,41572,728.81,0.8,0.25,182.2,183,Successful,,"79996, 76070, 73135",,,3605440932,3000,0,545.81,Restricted Fund,0
Item 784,72495,PARKS,41676,274.81,7.33,0.22,60.46,67.79,Successful,38079,"71752, 79755, 76767",,3005596534,3655855198,3000,0,207.02,Restricted Fund,0
Item 785,74482,PARKS,41504,534.39,12.35,0.13,69.47,81.82,Successful,97828,"78445, 77501",Dec-92,,Money Order,3000,0,452.57,General Fund,0
Item 786,74106,OFM,41578,40.65,12,0.2,8.13,20.13,Failed,55857,"70665, 71464, 76567",Dec-12,,Money Order,3000,0,20.52,Restricted Fund,0
Item 787,74906,PUBLIC DEFENDER,41518,969.02,1.26,0.25,242.25,243.51,Failed,,70330,,,3661442390,3000,0,725.51,Enterprise,0
Item 788,77345,ITS,41589,609.3,9.47,0.22,134.05,143.52,Failed,,75274,,,Money Order,3000,0,465.78,General Fund,0
Item 789,70200,PUBLIC DEFENDER,41511,571.99,2.43,0.17,97.24,99.67,Pending,99596,"70814, 71753, 73435",,3582654731,3644720227,3000,0,472.32,Enterprise,0
Item 790,73031,SCHOOL BOARD WAREHOUSE,41552,300.86,6.71,0.2,60.17,66.88,Failed,,"76160, 74180",Dec-14,,3674818561,3000,0,233.98,Restricted Fund,0
Item 791,72001,PARKS,41540,504.88,0.73,0.25,126.22,126.95,Failed,,78095,Dec-53,,Money Order,3000,0,377.93,General Fund,0
Item 792,72528,ITS,41616,241.3,8.43,0.11,26.54,34.97,Pending,91631,73007,Dec-30,,Money Order,3000,0,206.33,Enterprise,0
Item 793,75367,OFM,41626,743.84,14.71,0.3,223.15,237.86,Successful,,"75108, 75567, 70806",,,Money Order,3000,0,505.98,General Fund,0
Item 794,79275,ITS,41592,590.71,14.25,0.18,106.33,120.58,Successful,,"74244, 73335",,3065853643,Money Order,3000,0,470.13,Restricted Fund,0
Item 795,75821,PUBLIC DEFENDER,41583,69.3,5.47,0.2,13.86,19.33,Pending,39644,"74308, 72122, 77460",,,3642886308,3000,0,49.97,Enterprise,0
Item 796,71557,GENERAL SERVICES,41662,996.28,13.84,0.14,139.48,153.32,Pending,,"79105, 78211",,,3616423343,3000,0,842.96,Restricted Fund,0
Item 797,76281,ITS,41542,313.86,14.27,0.29,91.02,105.29,Successful,,"75530, 79689",,,3662355406,3000,0,208.57,Restricted Fund,0
Item 798,78011,GENERAL SERVICES,41573,301.82,9.54,0.23,69.42,78.96,Pending,,79937,,3082255197,3638611125,3000,0,222.86,General Fund,0
Item 799,76897,OFM,41556,885.33,4.34,0.16,141.65,145.99,Pending,58791,"72101, 78836",Dec-32,3228515075,Money Order,3000,0,739.34,Enterprise,0
Item 800,75609,PUBLIC DEFENDER,41658,692.42,10.16,0.16,110.79,120.95,Pending,45142,73565,DEC-1742,,3641741185,3000,0,571.47,General Fund,0
Item 801,70024,SCHOOL BOARD WAREHOUSE,41673,80.54,4.93,0.27,21.75,26.68,Successful,91687,78377,,,3612608050,3000,0,53.86,General Fund,0
Item 802,73905,ITS,41625,705.69,1.27,0.21,148.19,149.46,Failed,,"71238, 72798, 78303",Dec-82,,3675183515,3000,0,556.23,General Fund,0
Item 803,75931,ITS,41532,57.03,8.79,0.16,9.12,17.91,Failed,,71714,Dec-28,,3648817692,3000,0,39.12,Enterprise,0
Item 804,79528,ITS,41630,178.62,2.76,0.15,26.79,29.55,Failed,17345,"79356, 74248",,,3607645034,3000,0,149.07,Restricted Fund,0
Item 805,76652,GENERAL SERVICES,41613,276.87,1.57,0.18,49.84,51.41,Successful,35371,79119,,,Money Order,3000,0,225.46,Enterprise,0
Item 806,70379,ITS,41537,170.31,9.07,0.2,34.06,43.13,Pending,92802,"74027, 76329",,,3618786079,3000,0,127.18,Restricted Fund,0
Item 807,71228,ITS,41517,187.72,3.13,0.24,45.05,48.18,Pending,20012,"76065, 72999",Dec-38,,Money Order,3000,0,139.54,Enterprise,0
Item 808,77249,ITS,41698,317.04,8.25,0.22,69.75,78,Successful,12401,"78647, 79824, 72065",,,3665538634,3000,0,239.04,Restricted Fund,0
Item 809,70772,GENERAL SERVICES,41583,496.98,8.87,0.27,134.18,143.05,Failed,79102,"73173, 75306, 76212",Dec-93,,3647117170,3000,0,353.93,Enterprise,0
Item 810,79853,PARKS,41671,265.77,10.56,0.22,58.47,69.03,Successful,34004,"72482, 73868, 70020",,3190564022,3615475676,3000,0,196.74,Enterprise,0
Item 811,72494,OFM,41678,878.78,7.07,0.24,210.91,217.98,Successful,,74511,,,Money Order,3000,0,660.8,General Fund,0
Item 812,73549,PARKS,41683,598.42,1.52,0.21,125.67,127.19,Pending,56602,"78623, 78810, 70878",Dec-13,3296232862,Money Order,3000,0,471.23,Restricted Fund,0
Item 813,72670,ITS,41632,516.53,12.69,0.27,139.46,152.15,Successful,,"75871, 78272",Dec-04,,3600775314,3000,0,364.38,General Fund,0
Item 814,75386,ITS,41551,932.26,10.22,0.3,279.68,289.9,Failed,,"76842, 73837, 72793",Dec-71,3008270176,3696940466,3000,0,642.36,Restricted Fund,0
Item 815,74355,OFM,41638,761.94,11.36,0.25,190.49,201.85,Pending,76046,78378,Dec-23,,Money Order,3000,0,560.09,General Fund,0
Item 816,76506,PARKS,41574,104.19,9,0.11,11.46,20.46,Pending,,"78996, 76167",Dec-40,,Money Order,3000,0,83.73,General Fund,0
Item 817,76113,PARKS,41573,721.45,3.5,0.23,165.93,169.43,Failed,,"74485, 78126, 70787",,,3695483175,3000,0,552.02,Enterprise,0
Item 818,77561,SCHOOL BOARD WAREHOUSE,41613,403.44,9.31,0.17,68.58,77.89,Failed,74517,70732,,3089078472,3617020955,3000,0,325.55,Restricted Fund,0
Item 819,72565,PUBLIC DEFENDER,41610,579.21,14.16,0.26,150.59,164.75,Failed,,76320,,3435048032,3642062176,3000,0,414.46,General Fund,0
Item 820,71852,OFM,41651,166.87,0.38,0.13,21.69,22.07,Pending,,"73159, 77796, 78711",Dec-00,3464638275,Money Order,3000,0,144.8,General Fund,0
Item 821,71364,SCHOOL BOARD WAREHOUSE,41583,262.28,12.35,0.21,55.08,67.43,Failed,,"79695, 71570, 76753",Dec-03,,Money Order,3000,0,194.85,General Fund,0
Item 822,71405,SCHOOL BOARD WAREHOUSE,41522,611.46,10.43,0.12,73.38,83.81,Successful,32747,"76831, 78513",,,3621317913,3000,0,527.65,Enterprise,0
Item 823,72961,ITS,41534,542.68,1.43,0.11,59.69,61.12,Successful,82881,74858,Dec-20,,3643631117,3000,0,481.56,General Fund,0
Item 824,71831,GENERAL SERVICES,41523,698,11.14,0.2,139.6,150.74,Failed,50059,"75555, 72665",,,3604786186,3000,0,547.26,General Fund,0
Item 825,74709,ITS,41657,766.61,2.41,0.12,91.99,94.4,Pending,53002,75749,DEC-1104,3029250797,3657277232,3000,0,672.21,General Fund,0
Item 826,72323,GENERAL SERVICES,41579,718.51,0.25,0.17,122.15,122.4,Successful,,"76650, 77517, 72631",,3107597585,3655804956,3000,0,596.11,Restricted Fund,0
Item 827,74873,ITS,41544,918.93,5.38,0.21,192.98,198.36,Pending,,"79791, 76906, 75272",Dec-14,3359479053,3633732703,3000,0,720.57,Restricted Fund,0
Item 828,70296,ITS,41631,858.67,1.22,0.24,206.08,207.3,Successful,91166,"76882, 74183",,,3601068626,3000,0,651.37,General Fund,0
Item 829,72050,PUBLIC DEFENDER,41683,946.59,11.01,0.3,283.98,294.99,Successful,,"75556, 73051",,3506775258,3642365199,3000,0,651.6,Enterprise,0
Item 830,75311,ITS,41697,30.88,14.94,0.14,4.32,19.26,Successful,,"74462, 73930, 78889",,,3601889624,3000,0,11.62,General Fund,0
Item 831,77849,ITS,41505,154.17,4.19,0.2,30.83,35.02,Failed,70787,"75029, 77811, 71613",,,3645801162,3000,0,119.15,General Fund,0
Item 832,72875,OFM,41659,549.46,0.58,0.25,137.37,137.95,Failed,51764,"71006, 72429, 76168",,3077780874,3619151419,3000,0,411.51,Restricted Fund,0
Item 833,73553,ITS,41641,90.88,12.37,0.26,23.63,36,Successful,77061,"71513, 76016",Dec-37,3100205995,3640856013,3000,0,54.88,General Fund,0
Item 834,78904,PARKS,41518,655.41,8.56,0.29,190.07,198.63,Pending,,"70622, 73924, 77509",Dec-21,,3687929258,3000,0,456.78,Enterprise,0
Item 835,71463,PARKS,41686,940.85,5.29,0.22,206.99,212.28,Successful,19969,"71941, 76842",,3165384218,3616886899,3000,0,728.57,General Fund,0
Item 836,73598,GENERAL SERVICES,41641,136.12,4.98,0.28,38.11,43.09,Failed,14138,"74130, 73149",Dec-11,,3691404701,3000,0,93.03,Enterprise,0
Item 837,74416,GENERAL SERVICES,41675,499.67,8.88,0.19,94.94,103.82,Failed,50619,76440,Dec-94,3335406319,Money Order,3000,0,395.85,Restricted Fund,0
Item 838,73853,PUBLIC DEFENDER,41582,727.6,8.88,0.2,145.52,154.4,Successful,99486,"73201, 74549",Dec-04,,Money Order,3000,0,573.2,General Fund,0
Item 839,74814,PUBLIC DEFENDER,41616,971.95,11.52,0.19,184.67,196.19,Successful,82461,76435,DEC-1031,,3606676131,3000,0,775.76,Restricted Fund,0
Item 840,78547,PUBLIC DEFENDER,41518,477.91,4.17,0.16,76.47,80.64,Successful,,75041,,,3673425506,3000,0,397.27,Restricted Fund,0
Item 841,75454,GENERAL SERVICES,41578,343.24,8.63,0.29,99.54,108.17,Pending,,"70415, 75602, 77380",,,3675594114,3000,0,235.07,General Fund,0
Item 842,77901,SCHOOL BOARD WAREHOUSE,41543,704.63,2.38,0.27,190.25,192.63,Successful,74892,73099,Dec-78,3166644983,3646767059,3000,0,512,Enterprise,0
